"","DaysElapsed","MetersFromLastLocation","Date","DATE","Month","Day","Year","TagSite","Species","TL","RewardTag1","RewardTag2","Radio_Tag_","Code","Combined","Group_","Notes","Lat","Long","A_D","Ramp","Notes1","DaysPostRe","DistFromRa","geometry","WeeksElapsed","MetersPerDay","MetersPerWeek"
"1",12,23.0958950381522,2023-04-13,2023-04-13,4,13,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",34.01024833,-85.99723833,"A","CL",NA,NA,21.950926,c(-85.99723833, 34.01024833),1.71428571428571,1.92465791984602,13.4726054389221
"2",17,582.446973866727,2023-04-30,2023-04-30,4,30,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",34.00563,-85.99939,"A","CL",NA,NA,545.497889,c(-85.9993899999999, 34.0056300000001),2.42857142857143,34.2615866980428,239.8311068863
"3",9,154.988305843969,2023-05-09,2023-05-09,5,9,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",34.00677,-86.00029,"A","CL",NA,NA,473.832298,c(-86.0002899999999, 34.0067700000001),1.28571428571429,17.2209228715522,120.546460100865
"4",16,48.3804735923297,2023-05-25,2023-05-25,5,25,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",34.00717,-86.0002,"A","CL",NA,NA,435.395918,c(-86.0001999999999, 34.00717),2.28571428571429,3.0237795995206,21.1664571966442
"5",12,290.708553823571,2023-06-06,2023-06-06,6,6,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",34.00473,-86.00079,"A","CL",NA,NA,689.019173,c(-86.0007899999999, 34.0047300000001),1.71428571428571,24.225712818631,169.579989730417
"6",15,780.831645857416,2023-06-21,2023-06-21,6,21,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",34.01098,-85.99826,"A","CL",NA,NA,146.139841,c(-85.99826, 34.0109800000001),2.14285714285714,52.0554430571611,364.388101400128
"7",16,1769.28732361032,2023-07-07,2023-07-07,7,7,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",33.99562,-85.99997,"A","CL",NA,NA,1655.313142,c(-85.99997, 33.99562),2.28571428571429,110.580457725645,774.063204079515
"8",11,797.85368021777,2023-07-18,2023-07-18,7,18,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",34.00264,-85.99958,"A","CL",NA,NA,874.458727,c(-85.99958, 34.00264),1.57142857142857,72.53215274707,507.72506922949
"9",17,1477.38107944553,2023-08-04,2023-08-04,8,4,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",33.98996,-85.9985,"A","CL",NA,NA,2297.734738,c(-85.9985, 33.9899600000001),2.42857142857143,86.9047693791486,608.333385654041
"10",23,63.519811537633,2023-08-27,2023-08-27,8,27,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",33.98951,-85.99807,"A","CL",NA,NA,2358.780352,c(-85.99807, 33.9895100000001),3.28571428571429,2.76173093641883,19.3321165549318
"11",15,58.9008792808544,2023-09-11,2023-09-11,9,11,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U","4/1/2023 CL, REPORTED",33.98981,-85.99855,"A","CL",NA,NA,2312.511495,c(-85.99855, 33.98981),2.14285714285714,3.9267252853903,27.4870769977321
"12",14,51.0570863025189,2023-09-25,2023-09-25,9,25,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.98941,-85.99835,"A","CL",NA,NA,0,c(-85.99835, 33.9894100000001),2,3.64693473589421,25.5285431512595
"13",14,23.0981589027401,2023-10-09,2023-10-09,10,9,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.98924,-85.99852,"A","CL",NA,NA,0,c(-85.99852, 33.9892400000001),2,1.64986849305287,11.5490794513701
"14",14,67.8909663216536,2023-10-23,2023-10-23,10,23,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.98982,-85.99854,"A","CL",NA,NA,0,c(-85.9985399999999, 33.9898200000001),2,4.84935473726097,33.9454831608268
"15",11,5.77452506270729,2023-11-03,2023-11-03,11,3,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.98989,-85.9986,"A","CL",NA,NA,0,c(-85.9986, 33.9898900000001),1.57142857142857,0.524956823882481,3.67469776717737
"16",14,60.056317142492,2023-11-17,2023-11-17,11,17,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.99004,-85.99802,"A","CL",NA,NA,0,c(-85.9980199999999, 33.9900400000001),2,4.28973693874943,30.028158571246
"17",17,232.186329080051,2023-12-04,2023-12-04,12,4,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.99187,-85.99718,"A","CL",NA,NA,0,c(-85.99718, 33.9918700000001),2.42857142857143,13.6580193576501,95.6061355035505
"18",15,222.464428102283,2023-12-19,2023-12-19,12,19,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.99018,-85.99828,"A","CL",NA,NA,0,c(-85.99828, 33.9901800000001),2.14285714285714,14.8309618734855,103.816733114399
"19",16,43.5208908489391,2024-01-04,2024-01-04,1,4,2024,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.98989,-85.99851,"A","CL",NA,NA,0,c(-85.99851, 33.9898900000001),2.28571428571429,2.72005567805869,19.0403897464108
"20",22,502.672638878925,2024-01-26,2024-01-26,1,26,2024,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.99364,-85.99596,"A","CL",NA,NA,0,c(-85.99596, 33.99364),3.14285714285714,22.8487563126784,159.941294188749
"21",15,505.347900515085,2024-02-10,2024-02-10,2,10,2024,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.98987,-85.99857,"A","CL",NA,NA,0,c(-85.99857, 33.9898700000001),2.14285714285714,33.689860034339,235.829020240373
"22",14,59.5068944746798,2024-02-24,2024-02-24,2,24,2024,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.98942,-85.99827,"A","CL",NA,NA,0,c(-85.99827, 33.9894200000001),2,4.25049246247713,29.7534472373399
"23",2,166.534247479598,2023-05-09,2023-05-09,5,9,2023,197,"LMB",505,62,"NA",150.132,"I-19","150.132I-19","U","5/7/23, CL, Reported",34.00887,-85.99808,"A","CL",NA,NA,166.077307,c(-85.99808, 34.0088700000001),0.285714285714286,83.2671237397992,582.869866178594
"24",16,3153.90930134565,2023-05-25,2023-05-25,5,25,2023,197,"LMB",505,62,"NA",150.132,"I-19","150.132I-19","U","5/7/23, CL, Reported",33.99024,-86.00524,"A","CL",NA,NA,3211.806348,c(-86.00524, 33.99024),2.28571428571429,197.119331334103,1379.83531933872
"25",12,218.514501817063,2023-06-06,2023-06-06,6,6,2023,197,"LMB",505,62,"NA",150.132,"I-19","150.132I-19","U","5/7/23, CL, Reported",33.99032,-86.00289,"A","CL",NA,NA,3070.575997,c(-86.00289, 33.9903200000001),1.71428571428571,18.2095418180885,127.46679272662
"26",15,29.5664852249397,2023-06-21,2023-06-21,6,21,2023,197,"LMB",505,62,"NA",150.132,"I-19","150.132I-19","U","5/7/23, CL, Reported",33.99033,-86.00322,"A","CL",NA,NA,3088.120633,c(-86.0032199999999, 33.99033),2.14285714285714,1.97109901499598,13.7976931049719
"27",16,352.940892313067,2023-07-07,2023-07-07,7,7,2023,197,"LMB",505,62,"NA",150.132,"I-19","150.132I-19","U","5/7/23, CL, Reported",33.98807,-86.00067,"A","CL",NA,NA,2759.874795,c(-86.00067, 33.9880700000001),2.28571428571429,22.0588057695667,154.411640386967
"28",11,315.348317788976,2023-07-18,2023-07-18,7,18,2023,197,"LMB",505,62,"NA",150.132,"I-19","150.132I-19","U","5/7/23, CL, Reported, dock by mouth of Black Creek",33.9903,-86.00266,"A","CL",NA,NA,3057.639132,c(-86.0026599999999, 33.9903),1.57142857142857,28.6680288899069,200.676202229348
"29",54,3915.9959833447,2023-09-10,2023-09-10,9,10,2023,197,"LMB",505,62,"NA",150.132,"I-19","150.132I-19","U","5/7/23, CL, Reported, big move up black",34.007867,-86.029998,"A","CL",NA,NA,6675.995041,c(-86.029998, 34.007867),7.71428571428571,72.5184441360129,507.629108952091
"30",20,5963.2285156587,2023-05-09,2023-05-09,5,9,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U","4/19/2023 CL, REPORTED",33.97827,-86.02751,"A","CL",NA,NA,5642.332823,c(-86.0275099999999, 33.9782700000001),2.85714285714286,298.161425782935,2087.12998048055
"31",16,480.887561623201,2023-05-25,2023-05-25,5,25,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U","4/19/2023 CL, REPORTED",33.9815,-86.03078,"A","CL",NA,NA,5874.835894,c(-86.0307799999999, 33.9815),2.28571428571429,30.05547260145,210.38830821015
"32",12,89.8563540017761,2023-06-06,2023-06-06,6,6,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U","4/19/2023 CL, REPORTED",33.98204,-86.03145,"A","CL",NA,NA,5959.526767,c(-86.0314499999999, 33.98204),1.71428571428571,7.48802950014801,52.4162065010361
"33",15,51.5116954891882,2023-06-21,2023-06-21,6,21,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U","4/19/2023 CL, REPORTED",33.98174,-86.03105,"A","CL",NA,NA,5910.215624,c(-86.0310499999999, 33.9817400000001),2.14285714285714,3.43411303261255,24.0387912282878
"34",16,49.4331335632252,2023-07-07,2023-07-07,7,7,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U","4/19/2023 CL, REPORTED",33.98199,-86.03147,"A","CL",NA,NA,5957.650449,c(-86.03147, 33.9819900000001),2.28571428571429,3.08957084770157,21.626995933911
"35",11,23.5222635521471,2023-07-18,2023-07-18,7,18,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U","4/19/2023 CL, REPORTED",33.98218,-86.03141,"A","CL",NA,NA,5966.052411,c(-86.0314099999999, 33.98218),1.57142857142857,2.13838759564974,14.9687131695482
"36",17,72.992859626318,2023-08-04,2023-08-04,8,4,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U","4/19/2023 CL, REPORTED",33.98269,-86.03196,"A","CL",NA,NA,6041.754149,c(-86.03196, 33.98269),2.42857142857143,4.29369762507753,30.0558833755427
"37",23,395.691847722535,2023-08-27,2023-08-27,8,27,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U","4/19/2023 CL, REPORTED",33.98041,-86.02893,"A","CL",NA,NA,5664.362945,c(-86.0289299999999, 33.9804100000001),3.28571428571429,17.2039933792407,120.427953654685
"38",15,1250.94639032515,2023-09-11,2023-09-11,9,11,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U","4/19/2023 CL, REPORTED",33.98787,-86.03806,"A","CL",NA,NA,6890.058338,c(-86.03806, 33.98787),2.14285714285714,83.3964260216769,583.774982151738
"39",14,1010.63579621691,2023-09-25,2023-09-25,9,25,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U",NA,33.98177,-86.03098,"A","CL",NA,NA,0,c(-86.0309799999999, 33.98177),2,72.1882711583504,505.317898108453
"40",14,141.368385173661,2023-10-09,2023-10-09,10,9,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U",NA,33.98096,-86.02992,"A","CL",NA,NA,0,c(-86.0299199999999, 33.98096),2,10.0977417981186,70.6841925868303
"41",38,4647.48184621846,2023-11-16,2023-11-16,11,16,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U",NA,33.97631,-85.99759,"A","CL",NA,NA,0,c(-85.9975899999999, 33.9763100000001),5.42857142857143,122.302153847854,856.11507693498
"42",18,354.368161511645,2023-12-04,2023-12-04,12,4,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U",NA,33.9775,-86.00075,"D","CL",NA,NA,0,c(-86.00075, 33.9775000000001),2.57142857142857,19.6871200839803,137.809840587862
"43",15,18.481823497588,2023-12-19,2023-12-19,12,19,2023,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U",NA,33.97752,-86.00096,"D","CL",NA,NA,0,c(-86.00096, 33.97752),2.14285714285714,1.23212156650586,8.62485096554105
"44",16,11.0890940985528,2024-01-04,2024-01-04,1,4,2024,189,"LMB",452,68,"NA",150.132,"I-17","150.132I-17","U",NA,33.97752,-86.00082,"D","CL","Removed 1/16/23",NA,0,c(-86.00082, 33.97752),2.28571428571429,0.693068381159549,4.85147866811684
"45",26,4094.01660268223,2023-04-13,2023-04-13,4,13,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97504833,-85.99694667,"A","CL",NA,NA,3955.497043,c(-85.9969466699999, 33.97504833),3.71428571428571,157.46217702624,1102.23523918368
"46",18,234.009847837559,2023-05-01,2023-05-01,5,1,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97386,-85.99506,"A","CL",NA,NA,4125.456821,c(-85.99506, 33.9738600000001),2.57142857142857,13.0005471020866,91.0038297146063
"47",8,417.412143468988,2023-05-09,2023-05-09,5,9,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.9767,-85.99798,"A","CL",NA,NA,3761.331453,c(-85.99798, 33.9767000000001),1.14285714285714,52.1765179336236,365.235625535365
"48",16,369.133956710337,2023-05-25,2023-05-25,5,25,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97424,-85.99537,"A","CL",NA,NA,4076.132969,c(-85.99537, 33.9742400000001),2.28571428571429,23.070872294396,161.496106060772
"49",12,124.049318726522,2023-06-06,2023-06-06,6,6,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97492,-85.99634,"A","CL",NA,NA,3979.294622,c(-85.99634, 33.9749200000001),1.71428571428571,10.3374432272102,72.3621025904713
"50",15,185.955831944932,2023-06-21,2023-06-21,6,21,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97377,-85.995,"A","CL",NA,NA,4136.925536,c(-85.9949999999999, 33.9737700000001),2.14285714285714,12.3970554629955,86.7793882409683
"51",16,295.915838789304,2023-07-07,2023-07-07,7,7,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97541,-85.99726,"A","CL",NA,NA,3911.300805,c(-85.99726, 33.9754100000001),2.28571428571429,18.4947399243315,129.463179470321
"52",11,369.85712338708,2023-07-18,2023-07-18,7,18,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97439,-85.99382,"A","CL",NA,NA,4126.63051,c(-85.99382, 33.97439),1.57142857142857,33.6233748533709,235.363623973596
"53",17,515.831830706798,2023-08-04,2023-08-04,8,4,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97699,-85.99796,"A","CL",NA,NA,3729.585274,c(-85.99796, 33.9769900000001),2.42857142857143,30.3430488651058,212.40134205574
"54",23,98.5955871435718,2023-08-27,2023-08-27,8,27,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97771,-85.99852,"A","CL",NA,NA,3646.283938,c(-85.99852, 33.9777100000001),3.28571428571429,4.28676465841617,30.0073526089132
"55",15,270.857447849171,2023-09-11,2023-09-11,9,11,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97564,-85.9973,"A","CL",NA,NA,3885.140342,c(-85.9972999999999, 33.9756400000001),2.14285714285714,18.0571631899447,126.400142329613
"56",14,28.8745691766241,2023-09-25,2023-09-25,9,25,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97543,-85.99711,"A","CL",NA,NA,0,c(-85.99711, 33.9754300000001),2,2.06246922690172,14.4372845883121
"57",14,11.0893641438949,2023-10-09,2023-10-09,10,9,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97545,-85.99697,"A","CL",NA,NA,0,c(-85.99697, 33.97545),2,0.792097438849634,5.54468207194744
"58",14,35.072242749197,2023-10-23,2023-10-23,10,23,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97572,-85.99711,"A","CL",NA,NA,0,c(-85.99711, 33.97572),2,2.50516019637121,17.5361213745985
"59",11,220.604691251311,2023-11-03,2023-11-03,11,3,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97431,-85.9955,"A","CL",NA,NA,0,c(-85.9954999999999, 33.9743100000001),1.57142857142857,20.0549719319374,140.384803523562
"60",13,373.290773591176,2023-11-16,2023-11-16,11,16,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97688,-85.99812,"A","CL",NA,NA,0,c(-85.99812, 33.9768800000001),1.85714285714286,28.7146748916289,201.002724241402
"61",33,423.186776351416,2023-12-19,2023-12-19,12,19,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.974,-85.99516,"A","CL",NA,NA,0,c(-85.9951599999999, 33.974),4.71428571428571,12.8238417076187,89.7668919533306
"62",16,488.613715763858,2024-01-04,2024-01-04,1,4,2024,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97744,-85.99835,"A","CL",NA,NA,0,c(-85.99835, 33.9774400000001),2.28571428571429,30.5383572352411,213.768500646688
"63",22,533.052630316266,2024-01-26,2024-01-26,1,26,2024,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.9737,-85.99475,"A","CL",NA,NA,0,c(-85.99475, 33.9737000000001),3.14285714285714,24.2296650143757,169.60765510063
"64",15,37.885933159402,2024-02-10,2024-02-10,2,10,2024,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97387,-85.99506,"A","CL",NA,NA,0,c(-85.99506, 33.97387),2.14285714285714,2.52572887729347,17.6801021410543
"65",19,14544.0395715611,2023-04-13,2023-04-13,4,13,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U","3/25/23, SOUTHSIDE, REPORTED",33.99164,-85.99945167,"A","SS",NA,NA,13649.902693,c(-85.99945167, 33.9916400000001),2.71428571428571,765.475766924269,5358.33036846988
"66",18,4196.06378505154,2023-05-01,2023-05-01,5,1,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U","3/25/23, SOUTHSIDE, REPORTED",33.97166,-85.98093,"A","SS",NA,NA,10583.721181,c(-85.9809299999999, 33.97166),2.57142857142857,233.114654725085,1631.8025830756
"67",8,1740.75610815892,2023-05-09,2023-05-09,5,9,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U","3/25/23, SOUTHSIDE, REPORTED",33.97255,-85.99104,"A","SS",NA,NA,11297.02967,c(-85.9910399999999, 33.9725500000001),1.14285714285714,217.594513519865,1523.16159463906
"68",16,377.911022150791,2023-05-25,2023-05-25,5,25,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U","3/25/23, SOUTHSIDE, REPORTED",33.96973,-85.98964,"A","SS",NA,NA,11017.471469,c(-85.98964, 33.96973),2.28571428571429,23.6194388844244,165.336072190971
"69",12,39.5054337067198,2023-06-06,2023-06-06,6,6,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U","3/25/23, SOUTHSIDE, REPORTED",33.96959,-85.99,"D","SS",NA,NA,11050.138312,c(-85.99, 33.96959),1.71428571428571,3.29211947555999,23.0448363289199
"70",31,9.47178021784536,2023-07-07,2023-07-07,7,7,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U","3/25/23, SOUTHSIDE, REPORTED",33.96963,-85.98989,"A","SS",NA,NA,11039.287538,c(-85.9898899999999, 33.9696300000001),4.42857142857143,0.30554129734985,2.13878908144895
"71",11,8.87374695945648,2023-07-18,2023-07-18,7,18,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U","3/25/23, SOUTHSIDE, REPORTED, remove?",33.96955,-85.9899,"D","SS",NA,NA,11040.164332,c(-85.9899, 33.96955),1.57142857142857,0.806704269041498,5.64692988329049
"72",16,4.43687346572981,2023-08-03,2023-08-03,8,3,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U","3/25/23, SOUTHSIDE, REPORTED, remove?",33.96961,-85.98989,"D","SS",NA,NA,11039.208624,c(-85.9898899999999, 33.96961),2.28571428571429,0.277304591608113,1.94113214125679
"73",24,5.77507561099429,2023-08-27,2023-08-27,8,27,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U","3/25/23, SOUTHSIDE, REPORTED, remove?",33.96957,-85.98995,"D","SS",NA,NA,11045.097986,c(-85.98995, 33.96957),3.42857142857143,0.240628150458095,1.68439705320667
"74",15,4.43687346572981,2023-09-11,2023-09-11,9,11,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U","3/25/23, SOUTHSIDE, REPORTED, remove?",33.96959,-85.98994,"D","SS",NA,NA,11044.134662,c(-85.98994, 33.96959),2.14285714285714,0.295791564381987,2.07054095067391
"75",14,5.77507561099429,2023-09-25,2023-09-25,9,25,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U",NA,33.96956,-85.98991,"D","SS",NA,NA,0,c(-85.98991, 33.9695600000001),2,0.412505400785306,2.88753780549714
"76",14,3.69670915403989,2023-10-09,2023-10-09,10,9,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U",NA,33.96957,-85.98986,"D","SS",NA,NA,0,c(-85.98986, 33.96957),2,0.264050653859992,1.84835457701995
"77",14,7.39341830807979,2023-10-23,2023-10-23,10,23,2023,57,"LMB",525,117,"NA",150.132,"I-13","150.132I-13","U",NA,33.96956,-85.98994,"D","SS","Tag on dry land on 11/3/2023, removed",NA,0,c(-85.98994, 33.9695600000001),2,0.528101307719985,3.69670915403989
"78",29,734.064755197984,2023-04-30,2023-04-30,4,30,2023,57,"LMB",463,118,"NA",150.132,"J-36","150.132J-36","U","4/1/2023 CL, TJ",34.0149,-85.99607,"A","CL",NA,NA,695.600229,c(-85.99607, 34.0149000000001),4.14285714285714,25.3125777654477,177.188044358134
"79",9,5507.85433714538,2023-05-09,2023-05-09,5,9,2023,57,"LMB",463,118,"NA",150.132,"J-36","150.132J-36","U","UNREACHABLE(BLACK CREEK), 4/1/2023 CL, TJ",33.99233,-86.0198,"A","CL",NA,NA,4577.805107,c(-86.0198, 33.99233),1.28571428571429,611.983815238376,4283.88670666863
"80",16,249.692247206584,2023-05-25,2023-05-25,5,25,2023,57,"LMB",463,118,"NA",150.132,"J-36","150.132J-36","U","4/1/2023 CL, TJ",33.99226,-86.01711,"A","CL",NA,NA,4332.638431,c(-86.0171099999999, 33.99226),2.28571428571429,15.6057654504115,109.24035815288
"81",18,7144.41332030114,2023-04-13,2023-04-13,4,13,2023,168,"ALB",439,142,"141",150.132,"J-33","150.132J-33","U","3/26/2023 CL, TJ",33.962115,-85.96966667,"A","CL",NA,NA,6744.365957,c(-85.96966667, 33.962115),2.57142857142857,396.911851127841,2778.38295789489
